,courseType,description,id,slug,instructorIds,specializations,partnerIds,name
213,v2.ondemand,"This is a course aimed at making you a better designer. The course marries theory and practice, as both are valuable in improving design performance. Lectures and readings will lay out the fundamental concepts that underpin design as a human activity. Weekly design challenges test your ability to apply those ideas to solve real problems. The course is deliberately broad - spanning all domains of design, including architecture, graphics, services, apparel, engineered goods, and products. The emphasis of the course is the basic design process: define, explore, select, and refine. You, the student, bring to the course your particular interests and expertise related to, for instance, engineering, furniture, fashion, architecture, or products. In prior sessions of the course about half of the participants were novices and about half had prior professional design expertise. Both groups seem to benefit substantially from the course. All project work is evaluated by your peers -- and indeed, you will also be a peer reviewer. This format allows you to see an interesting collection of projects while getting useful feedback on your own project.",FlptMGk3EeSiViIACw8GlA,design,['341966'],[],['6'],Design: Creation of Artifacts in Society
214,v2.ondemand,"How tall is a modern wind turbine and how can it possibly generate power from the wind? This course gives an overview of key aspects in wind energy engineering. Whether you are looking for general insight in this green technology or your ambition is to pursue a career in wind energy engineering, 'Wind Energy' is an excellent starting point. 

Experts located in the wind pioneering country of Denmark will take you on a tour through the most fundamental disciplines of wind energy research such as wind measurements and resource assessment, aerodynamics, wind turbine technology, structural mechanics, materials, financial and electrical systems. 

You will gain a rational understanding of wind energy engineering and, through hands-on exercises, you will learn to perform wind energy calculations based on simple models. Working with the different course disciplines will give you a taste of what wind energy engineering is all about. This allows you to identify the most interesting or relevant aspects of wind energy engineering to be pursued in your future studies or in your professional career.

View our video: https://youtu.be/he4UWTGHxrY",7O843CBJEeWcQw5YiljpGw,wind-energy,"['3931196', '14874677', '15138227', '15145491', '15401162', '15383423', '15814231', '15810974', '15935741', '15924047', '15920933', '15922791', '15928067', '15920508', '14885414']",[],['57'],Wind Energy
215,v2.ondemand,"Whether your interest lies in solving the world’s biggest problems, creating the next commercial success or addressing something closer to home, this course will give you a toolbox to vet your ideas and test them in the real world.",qu8u8vqKEeSDoyIAC1CH0g,big-ideas,"['5093098', '5079864']",[],['77'],What’s Your Big Idea?
216,v2.ondemand,"Learn Mandarin Chinese: Capstone Project is a beginner's course of Mandarin Chinese in continuation of Mandarin Chinese 3:
Chinese for Beginners. In this course, learners are required to complete a few tasks of using Chinese languages in simulated real life situations. Some guidance on taking and passing HSK (Chinese proficiency test) will also be provided. By completing this course, the learners will finish the learning of the whole series and be standing at the threshold of intermediate Chinese proficiency.",gILtv3bTEeaGhRIqUFWO8Q,learn-mandarin-project,"['8847624', '9605606']",[],['150'],Learn Mandarin Chinese: Capstone Project
217,v2.ondemand,"　　他這麼活過他的一生，留下一本書，《莊子》。這本書影響了陶淵明的一生，影響了李太白的一生，影響了白居易的一生，影響了蘇東坡的一生。唐玄宗下詔稱此書為《南華真經》，尊莊子為南華真人。清初名評論家金聖歎，評定這本書是「天下第一才子書」。

　　才子必讀，欲成才者必讀。如果你醉心於技進於道、技道合一的職人文化，追本溯源，請讀《莊子》。如果你不想成材、不想在優勝劣敗的競走中疲憊一生，也請讀《莊子》。如果想處於才與不才之間、想在人生的驚濤駭浪間存活、無傷，更錬就日益精進的乘御之力，就請打開《莊子》。

　「福輕乎羽，莫之知載。禍重乎地，莫之知避。」（《莊子．人間世》）

　　莊子所處的戰國時代，平民百姓能擁有的福份比羽毛還要輕薄，飄忽不定不知道要怎樣才能承接、擁有；可是災難禍患卻比山河大地還要沈重，想要閃避卻不知道有什麼方法能全身而退。當時，一次戰爭裡被斬首、殺害的士卒多達數萬、數十萬人。

　　而莊子，就在這麼個布滿羅網、暗藏凶器的時代社會裏，擔任一個小小漆樹園的，小小吏。

　　必須承受、最能感受時代之傷的，莫過於金字塔底層。
　　是戰國中期的莊子，也是當代的你我。
　　蕭條異代都同樣湧動著如風浪翻滾、層出不窮的普世之傷。

　　與莊子為友，在李白之後、東坡之後，在詩人、哲人、職人與成千上萬因此改變姿勢、意識與用情的人們之後，本季課程將陪你逐字逐句讀完莊子親筆內七篇中的前三篇〈逍遙遊〉、〈齊物論〉、〈養生主〉，而莊周在此中斷續鋪陳、輻輳的三個主題：姿勢、意識與感情，也將在逐字逐句的講解中豁然胸次。──你會發現，原來只要把注意力收回自身，心就可以不煩、不亂、不痛。原來只要掌握正確的姿勢原則，身體竟可以如此輕靈放鬆。原來感情可以不執著、不陷溺，只要懂得深情而不滯於情。原來身心的安定，是面對混亂的時代最有力量的武器。

　　時局板蕩，曖昧天光，半部《論語》治天下，半部《莊子》治身心，正是時候，好好讀《莊子》。

　　為使聽者易於掌握《莊》學大旨，將〈逍遙遊〉、〈齊物論〉、〈養生主〉各分為三、五、五章，各章下依長度略分小節；並設計體驗古典單元，使能活用於日常。",Wp3w4NoFEeWrwgqR7TTqGQ,zhuangzi,['19848516'],[],['75'],"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)"
218,v2.ondemand,"Influencer marketing is the practice of engaging internal and industry experts with active networks to help achieve measurable business goals. 

This course is about strategy. Although there is no all-purpose, one-size-fits-all influencer marketing strategy template, you will learn how to tailor one for a wide variety of B2B, B2C, and nonprofit organizations using the two-step flow model of communication.
 
But this course is also about tactics. I believe, “Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat.” So, you will learn both in this 6-week long course.

Your final project for this course is to create a pitch deck for a social media influencer strategy. The purpose of your final project is to give you a concrete artifact that you can use to demonstrate your mastery of new competencies and skills to either the executives in your current organization or to prospective employers.",Axwi2MCtEeedJRJjt8USWA,influencer-marketing-strategy,['26878288'],[],['67'],Influencer Marketing Strategy
219,v2.ondemand,人最宝贵的是生命，而在生命历程中充满着安全威胁与挑战。本课程以“珍爱生命、关注安全”为主线，期望通过该课程教学，努力增强学生在体育运动及野外活动中的安全防范意识，提高自我保护能力，掌握生存、自救和互救的基本技能，学会常见运动创伤的处置方法以及危险环境中的避险、自救和互助技能，具备应对突发事件的基本能力。,192QixZOEeWKlgqs7LdhRw,sheng-ming-an-quan-ji-jiu,['11330774'],[],['150'],生命安全与救援Life Safety and Rescue
220,v2.ondemand,"The success of every organization depends on attracting and retaining customers. Although the marketing concepts for doing so are well established, digital technology has empowered customers, while producing massive amounts of data, revolutionizing the processes through which organizations attract and retain customers. In this course, students will learn how to identify new opportunities to create value for empowered consumers, develop strategies that yield an advantage over rivals, and develop the data science skills to lead more effectively, allocate resources, and to confront this very challenging environment with confidence.",VlLC102NEeWEHRLwpfV5DQ,leadership-marketing,"['15267349', '15325853', '15306259']",[],['54'],Leadership Through Marketing
221,v2.ondemand,"This course is aimed at everyone with an interest in entrepreneurship and innovation. This includes graduate and undergraduate students, current, past, and future entrepreneurs, managers of innovative firms, or managers in charge of leading innovation in their company. There is no formal prerequisite for this course. 

Throughout the course you’ll be exposed to an in-depth analysis of four applied case studies of successful ventures, as well as both theoretical and applied frameworks that will help you to better design and manage your organization. To begin, we recommend you take a few minutes to explore our website. Click on Course Content on the left to see what material we’ll cover in each of the four modules. You can also preview the assignments you’ll need to complete to pass the course. Click Discussions to see the forums where you can discuss the course material with fellow students taking the class. Be sure to introduce yourself to everyone in the Meet and Greet forum!

This course should take you about 4 weeks to complete. By the time you finish it, you’ll have learned to:

•Evaluate the value-creating potential of your business idea and design the business model that is best suited to capture this value
• Manage talent and creativity by structuring the right incentives for existing employees as well as design strategies to retain and attract the very best talent
• Design formal organization structures that fit with the strategy of your business and the culture of your organization
• Understand and manage norms guiding behavior in organizations
• Recognize and manage bottlenecks hampering organizational growth

We really hope that you’ll enjoy the learning journey ahead. Good luck as you get started and we look forward to seeing you in class!

Profs. Giada Di Stefano and Tomasz Obloj and HEC Paris Digital Learning

This course is part of the HEC Paris MSc in Innovation and Entrepreneurship. If you are admitted to the full program, your coursework will count towards your degree program.",nM26_CAgEeeIYhLE7kr1cg,organizational-design-management,"['6549906', '22614364']",[],['161'],Organizational Design and Management
222,v2.ondemand,Learn how to implement concurrent programming in Go. Explore the roles of channels and goroutines in implementing concurrency. Topics include writing goroutines and implementing channels for communications between goroutines. Course activities will allow you to exercise Go’s capabilities for concurrent programming by developing several example programs.,m8BEnbnZEeewUQ7IuhPUJA,golang-concurrency,['14641356'],[],['30'],Concurrency in Go
223,v2.ondemand,"Linear models, as their name implies, relates an outcome to a set of predictors of interest using linear assumptions.  Regression models, a subset of linear models, are the most important statistical analysis tool in a data scientist’s toolkit. This course covers regression analysis, least squares and inference using regression models. Special cases of the regression model, ANOVA and ANCOVA will be covered as well. Analysis of residuals and variability will be investigated. The course will cover modern thinking on model selection and novel uses of regression models including scatterplot smoothing.",a_xPWXNVEeWxvQr3acyajw,regression-models,"['688901', '685384', '694443']",[],['8'],Regression Models
224,v2.ondemand,"Este curso forma parte de una secuencia con la que se propone un acercamiento a la Matemática Preuniversitaria que prepara para la Matemática Universitaria.
En él se asocia un significado real con el contenido matemático que se aprende y se integran tecnologías digitales en el proceso de aprendizaje. 
Se propone la reinterpretación de los contenidos matemáticos relativos a Modelos con Radicales y Exponentes en términos de nociones y procesos del Cálculo Diferencial. Esto servirá como puente para el desarrollo de un pensamiento matemático avanzado con el que se trabajará en la Matemática Universitaria. El período de acreditación para la materia Introducción a las Matemáticas ha concluido. La última fecha para recibir certificados de Coursera es 24 de julio 2017. Informaremos oportunamente cuando la opción de acreditación esté disponible de nuevo. 

Curso con crédito académico para alumnos admitidos y aspirantes a ingresar a su primer semestre de un programa de profesional en el Tecnológico de Monterrey. Si estás inscrito en este MOOC con el fin de obtener el crédito académico para el curso de Introducción a las matemáticas (Matemáticas Remedial), confirma tu interés en la acreditación a la cuenta: mooc@servicios.itesm.mx. Consulta las preguntas frecuentes para conocer el proceso de acreditación.",xaYbkyBTEeWibgoGfGzczQ,calculo-4,['2672777'],[],['62'],4.- El Cálculo - Otros Modelos
225,v2.ondemand,"Course in French with English and Chinese subtitles

Ce cours présente les principaux courants qui marquent aujourd'hui la réflexion éthique et touchent tout un chacun dans sa vie personnelle, sociale et citoyenne. D’Aristote à Kant, de Bentham à Derrida, à travers un voyage philosophique passionnant nous entrerons dans le vif du débat éthique contemporain.

Notre monde toujours plus complexe semble nous échapper. Réchauffement climatique, questions de début et de fin de vie, évolution vertigineuse des bio-technologies, inégale distribution des richesses, pressions migratoires accentuées… La tentation est grande d’une vie morale repliée sur elle-même à partir d’une éthique minimale : « fais ce que tu veux, du moment que tu ne mets pas en péril la liberté des autres ». Nous proposons de prendre le contre-pied : défendre l’idée d’une éthique qui nous plonge dans notre réalité sociale et politique, parmi nos semblables et avec eux. Et pour cela nous reposons la question de ce qui est juste, de ce qui est bien. Sans repartir de rien, sans tout réinventer.
C’est pourquoi nous présentons un cours qui permet de se familiariser avec les plus importantes perspectives éthiques traversant le monde contemporain : l’éthique des vertus (ou perfectionnisme) ; l’éthique du devoir (ou déontologisme) ; l’éthique utilitariste (ou conséquentialisme) ; l’éthique de l’amour (ou éthique du don). Ainsi chacun pourra mettre de l’ordre dans ses idées, repérer les différentes manières de s’orienter dans la vie morale, comprendre les différences d’appréciation face aux diverses situations qui interpellent et sollicitent.

Quels que soient votre champ de savoir académique, votre engagement professionnel ou vos choix personnels, il s’agit de proposer des clés d’analyse dont vous disposerez. Pour cela, nous alternerons tout au long de ce cours les présentations des grands courants, sous leur forme ancienne puis contemporaine, et des questions plus transversales ou des cas concrets. Avec un seul but : clarifier les idées pour mieux comprendre le réel et mieux orienter l’action.
- - - - - - - - - - - - - - - - - - - - - - - - - - -
About this course:

This course presents the main schools of thought that frame today’s ethical reflection and affect everyone in their personal, social and civic life. From Aristotle to Kant, from Bentham to Derrida, we will take you to the heart of contemporary ethical debates through a fascinating philosophical journey. Our increasingly complex world seems to elude our grasp. Global warming, beginning and end-of-life issues, the dizzying evolution of bio-technologies, the unequal distribution of wealth, heightened migratory pressures ... In response, we are tempted to make the moral life a self-legislating and isolated affair: ""do what you want, as long as you do not put at risk the freedom of others"". We propose to go against this trend and to defend the idea of ​​an ethics that immerses us in our social and political reality, in and amongst our peers. We thus reformulate the question of what is right and what is good. This is not to say we are starting from scratch and reinventing the wheel. Rather, we will offer a course that allows you to encounter the most important ethical perspectives of our contemporary world: virtue ethics (or perfectionism); ethics of duty (or deontology); utilitarianism (or consequentialism); ethics of love (or ethics of the gift). Everyone will thus have a chance to evaluate his or her ideas, to identify different approaches to the moral life, and to understand a range of perspectives on different situations that face us in our lives. Whatever your field of academic knowledge, your professional commitments or personal choices, this course presents key concepts for further analysis. Therefore, we will alternate discussions of the founding schools of ethical thought, in their ancient and contemporary formulations, with cross-disciplinary issues and applied case studies. The goal throughout is to clarify ideas in order to better understand reality and orient human action.

- - - - - - - - -- - - -- - - - - - - -- - - - - - -- 
善、正义、功用：哲学伦理学导论
 
本课程旨在向大家介绍伦理学的主要流派，这些流派对如今的伦理思考意义非凡，并且涉及到每个人的个人生活、社会生活和公民生活。
从亚里士多德到康德，从边沁到德里达，通过引人入胜的哲学之旅，我们将进入当代伦理学辩论的核心问题。",_Rz3I59yEeWIXgpWJNgyEw,ethique,"['2604148', '5210189']",[],['49'],"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques"
226,v2.ondemand,"En este curso, «Producción musical y su efecto en la composición», exploraremos cómo el proceso de producir un proyecto musical interactúa con los elementos de la composición de la música que se está produciendo. Enrique Gonzalez Müller, profesor de Berklee College of Music, reconocido productor e ingeniero de sonido y ganador del Latin Grammy®, facilitará esta exploración, guiándonos a través de la producción de un tema musical en todas sus etapas, desde el demo hasta la versión final. Con esta experiencia, se demostrará la importancia de capturar las emociones que genera la música y plasmarlas en la grabación, maximizando los elementos originales que brinda una composición. Estudiantes de Berklee College of Music y la banda ganadora del Latin Grammy® Los Amigos Invisibles darán vida al proceso y ejemplificarán los conceptos de esta interesante exploración.

Tu profesor asistente será Sergio Torres-Letelier. Sergio es un compositor de cine, arreglista y productor musical, nacido en Chile y radicado en Los Angeles, USA. Tras obtener el título de Intérprete Instrumental (Batería) otorgado por el Instituto Profesional Escuela Moderna de Música de Santiago de Chile, Sergio fue aceptado en Berklee College of Music, en donde obtuvo un Bachelor Degree en Film Scoring, con un Minor en Conducción para Cine y Televisión.



Esta obra fue financiada con una donación del Banco Inter-Americano de Desarrollo con recursos del Fondo Coreano para la Reducción de la Pobreza. 

Las opiniones expresadas en esta obra son exclusivamente de los autores y no necesariamente reflejan el punto de vista del Banco Interamericano de Desarrollo, de su Directorio Ejecutivo ni de los países que representa.

El Banco Interamericano de Desarrollo no garantiza la veracidad de la data incorporada en esta obra.



Puedes cambiar el idioma en Coursera de inglés al español utilizando la página de ajustes de tu cuenta. Para cambiar los ajustes en tu cuenta de Coursera sigue los siguientes pasos:

1. Ve a coursera.org
2. En la esquina derecha superior haz click en el pequeño triángulo invertido que está a lado de tu nombre y foto.
3. Haz click en ‘Settings’.
4. Selecciona el recuadro debajo de ‘Language’ (idioma), selecciona español y salva los cambios realizados.

Coursera ofrece ayuda financiera a los estudiantes que no pueden pagar los cursos y necesiten de una beca. Los estudiantes con ayuda financiera podrán tener acceso a todo el contenido del curso y completar todo el trabajo requerido para adquirir el Certificado de Coursera. La ayuda financiera solo aplica al curso en el que se aprobó la solicitud de ayuda financiera. Para aplicar haz click en la opción “Learn More and Apply” (aprende mas y aplica) debajo del menú a la izquierda.",7FRjpz1BEeWC4g7VhG4bTQ,produccionycomposicion,['13209048'],[],"['21', '467']",Producción Musical y su Efecto en la Composición
227,v2.ondemand,"Do you want to develop skills to prototype embedded products using state-of-the-art technologies? In this course you will build a hardware and software development environment to guide your journey through the Internet of Things specialization courses. We will use the DragonBoard™ 410c single board computer (SBC). 

This is the first in a series of courses where you will learn both the theory and get the hands-on development practice needed to prototype Internet of Things products.  This course is suitable for a broad range of learners. 
 
This course is for you if:
- You want to learn how to use learn how to use Linux for embedded purposes.
- You want to pivot your career towards the design and development of Internet of Things enabled products
- You are an entrepreneur, innovator or member of a DIY community 

Learning Goals: 
After completing this course, you will be able to:

1) Know where you can find resources and help in the 96Boards ecosystem.
2) Describe the DragonBoard™ 410c peripherals, I/O expansion capabilities, Compute (CPU and Graphics) capabilities, and Connectivity capabilities.
3) Understand how to navigate and make use of the Linux terminal.
4) Configure at least one integrated development environment (IDE) for developing software.
5) Make use of Git and GitHub for version control purposes.
6) Create and build projects that interface with sensors and actuators through GPIO and Arduino.",UZCX2NyuEeeWJRKNrJVcVg,internet-of-things-dragonboard-version2,"['12279078', '12280323']",[],['53'],Internet of Things V2: DragonBoard™ bring up and community ecosystem
228,v2.ondemand,"We introduce low-level TensorFlow and work our way through the necessary concepts and APIs so as to be able to write distributed machine learning models. Given a TensorFlow model, we explain how to scale out the training of that model and offer high-performance predictions using Cloud Machine Learning Engine.

Course Objectives:
Create machine learning models in TensorFlow
Use the TensorFlow libraries to solve numerical problems
Troubleshoot and debug common TensorFlow code pitfalls
Use tf.estimator to create, train, and evaluate an ML model
Train, deploy, and productionalize ML models at scale with Cloud ML Engine",-RdrYBzlEeiXawqf8NC2Yg,intro-tensorflow,['22997770'],[],['443'],Intro to TensorFlow
229,v2.ondemand,"A partir de una historia del aprendizaje automático, analizamos por qué las redes neuronales, en la actualidad, ofrecen un alto rendimiento ante una variedad de problemas. Luego, analizaremos cómo configurar un problema de aprendizaje supervisado y encontrar una solución adecuada mediante el descenso de gradientes. Esto incluye crear conjuntos de datos que permitan la generalización; hablaremos sobre los métodos para hacerlo de una manera repetible que admita la experimentación.

Objetivos del curso:
Identificar por qué el aprendizaje profundo es popular en la actualidad
Optimizar y evaluar los modelos mediante las funciones de pérdida y las métricas de rendimiento
Mitigar los problemas comunes que surgen en el aprendizaje automático
Crear conjuntos de datos de entrenamiento, evaluación y prueba, repetibles y escalables",ltp8oW_yEeig5gq8RRNtIg,launching-machine-learning-es,['22997770'],[],['443'],Launching into Machine Learning en Español
230,v2.ondemand,"Las ciudades se han convertido en un foco de interés preferente para el análisis de políticas públicas. Con una concentración de personas cada vez mayor viviendo en contextos urbanos, las ciudades son hoy el escenario de un apasionante cambio de época que afecta la esfera social, política, económica y tecnológica ¿A qué nos referimos cuando hablamos de políticas urbanas y qué las distingue de otros ámbitos de las políticas públicas? ¿Cuáles son los principales factores de vulnerabilidad urbana y qué respuestas se están articulando en forma de políticas urbanas? ¿Cómo surge la innovación en la ciudad, tanto desde la base como desde las administraciones públicas? Y, finalmente, ¿qué efectos ha tenido la irrupción de la era digital en la ciudad?",zAY7p_qzEeeisRLElbyZ5g,ciudades-politicas-urbanas,"['7575382', '6733856', '31340894']",[],['80'],Ciudades en crisis y nuevas políticas urbanas
231,v2.ondemand,"Is your show accessible?
When we ask about accessibility to shows, most people think about access for wheel chairs: the sitting arrangements and where their WC is accessible.
When we ask for more details, people usually think about producing a show where persons with disabilities are performing, for example producing a show where there is some dancing with people on wheel chairs.
Accessiblity for us is a comprehensive concept that goes from purchasing a ticket through an accessible website to catching the bus back home after the performance on accessible public transport. Accessible webs, accessible web content, accessible transport, subtitling, audio description... the possiblities are endless.
Why is this course useful? 
To make the venue and the production accessible to all citizens, and specially to persons with disablities. The course will go through the many accessible services you can offer, and how to implement them in your venue or your production. The final aim is to mainstream accessibility so all people have equal access to culture.",xR84oUFlEei4wAoOX109XA,accessibility-scenic-arts,"['4465072', '8517642', '33485925']",[],['80'],Accessibility to the Scenic Arts
232,v2.ondemand,"¿Sabes por qué hay animales que migran cada año? ¿Cómo saben los campesinos cuándo sembrar y cuándo cosechar?
¿Sabes qué gobierna el ciclo anual de frío y calor y de lluvias y secas?

Las estaciones del año son el fenómeno climático más perceptible por el ser humano y se manifiestan de diferente forma en distintas regiones; por ejemplo cuando es invierno en la mitad del mundo,  es verano en la otra mitad.  Entender el mecanismo de las estaciones es el primer paso para entender el clima, que afecta a casi todas las actividades humanas.

En este curso estudiaremos los procesos que provocan las estaciones del año, las repercusiones que tienen éstas para las actividades humanas y su relación con los  fundamentos del sistema climático terrestre. A través de simulaciones visuales haremos comprensibles conceptos y procesos físicos y te propondremos experimentos. Si estas considerando estudiar ciencias de la Tierra o si quieres comprender mejor cómo funciona el clima, este curso es para ti. 

¡Acompáñanos! Y conoce más sobre nuestro hogar el planeta Tierra.",iJLs_iBUEeWibgoGfGzczQ,estaciones-clima,"['13862444', '13888812']",[],['58'],Las estaciones del año y el clima
233,v2.ondemand,"This course is designed to start you on a path toward future studies in web development and design, no matter how little experience or technical knowledge you currently have. The web is a very big place, and if you are the typical internet user, you probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With almost 1 billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.  

By the end of this course you’ll be able to describe the structure and functionality of the world wide web, create dynamic web pages using a combination of HTML, CSS, and JavaScript, apply essential programming language concepts when creating HTML forms, select an appropriate web hosting service, and publish your webpages for the world to see. Finally, you’ll be able to develop a working model for creating your own personal or business websites in the future and be fully prepared to take the next step in a more advanced web development or design course or specialization.",hVoJYnQ_EeWIfhKr_WcYsQ,web-development,['255830'],[],['83'],Introduction to Web Development
234,v2.ondemand,"Identify the critical information needed to develop a product and brand strategy that generates both quick-wins and long-term value. By completing this course, you will be in position to create an activity plan to bring your brand strategy to life - both externally towards consumers and internally to employees.  You will be able to define the right metrics for determining success in the implementation of your product and brand strategy, considering any adjustments that may need to be made under a test and learn methodology.

Luis Rodriguez Baptista - a professor at IE University and Marekting Consultant - will guide you through six modules that look at first understanding the challenge of managing products through their 'life-cycle' and culminates with learning how to equip your employees with knowledge of how to deliver on your brand promise.  The course features interviews with consumer and industry professionals, which help illustrate the importance of brand strategy. 

Brand and product management is a unique course which enables you to first understand the importance of brand and product management and then use brand development, architecture and portfolios, in order to achieve success.",jcbwGG00EeW9CAqYJHF3zQ,brand-management,['15717678'],[],['61'],Brand and Product Management
235,v2.ondemand,"刑法是规定犯罪与刑罚的法律。刑法学是研究刑法的科学，主要研究犯罪的成立条件以及刑罚的种类与适用刑法的制度等问题。本课程的主要目的是简明完整地说明现代刑法学总论的基本概念、基本理论与基本方法，包括的主要内容有刑法与刑法学的基本概念，刑罚的正当性，罪刑法定原则，刑法解释，刑法的适用范围，犯罪与犯罪构成的概念，犯罪构成的主要内容，排除犯罪的根据，犯罪的未完成状态，共同犯罪，刑罚的概念与体系，量刑制度，数罪并罚，缓刑、减刑与假释。本课程通过理论说明与案例分析对有关问题进行讲解，鼓励同学们通过刑法发展来认识刑法的生命，通过刑法比较来认识刑法的国际标准，通过确立刑法理想来追求社会的公平正义。

本课程将系统完整地说明、分析现代刑法学总论中的基本概念、基本理论。同学们通过本课程的讲述、案例的讨论、理论的分析，可以对现代刑法学知识的基本使用方法有一个完整的理解，从而有助于理解与分析现代社会面临的刑法问题。",WHpKheovEeWHHw4eQCNF6Q,xingfa-xue-zong-lun,['6063593'],[],['163'],刑法学总论 Criminal Law
236,v2.ondemand,"This course teached the basics of urban planning in Africa through technical, environmental, social and economical dimensions.

It focuses on African cities only. Although, they exemplify well cities in the Global South, and potentially all cities, we will make the African context highly topical.

The course is provided by the Urban and Regional community at the Swiss Federal Insitute of Technology in Lausanne (EPFL). More information can be found here https://ceat.epfl.ch/",1vZ1g32lEeWb-BLhFdaGww,african-cities1,"['3959836', '24640357']",[],['16'],African cities : An Introduction to Urban Planning
237,v2.ondemand,"Курс по русскому языку как иностранному В2-2 предназначен для тех, кто хочет усовершенствовать свои знания русского языка . Курс включает учебные видеосюжеты, подкасты, аутентичные видеотексты для аудирования, аутентичные тексты для чтения, разделы «Грамматика», «Говорение», «Взаимопроверка».",P0jwJLfzEee2exK3h4DxLg,russkiy-kak-inostrannyy-b2-2,"['29658868', '21782971', '29475712', '21752385', '19615625']",[],['179'],Русский язык как иностранный B2-2
238,v2.ondemand,"This course addresses recorded vocal performances and the technologies used to highlight and support them in modern record production and mixes. Most of us know that vocals serve as the focal point of modern recordings but many do not know the tools used or when the tools are used best in modern record production.

The course begins with simple vocal placement in a mix, where you will also learn the fundamentals of compression and equalization. You’ll further study delays and reverbs before moving to advanced concepts in audio editing, synthetic processing, automatic & graphic pitch correction, time compression, time expansion, flex and elastic audio. 

Through analysis and/or hands on projects that the students will post for peer review, the student will gain an understanding of the many choices available to modern record producers as they record and mix with a modern tool set. You’ll see, in action, the Vocoder, Auto-Tune, Melodyne, Elastic Audio, Flex Time, VocAlign, tempo based editing and a host of other file modification protocols that are readily available on most Digital Audio Workstations. This course gives students a thorough look at the expanded choices that have risen in the art of vocal production as a result of these modern tools.

The goal of the course is to help interested novices understand the recordings they are listening to, performers find an expanded language for their recorded voices and for vocal producers to be able to create musically artistic visualizations using singers as their paintbrushes.",kKwHoIP4Eea_HA7U3gpEVw,vocal-production,['23132098'],[],['21'],The Art of Vocal Production
239,v2.ondemand,"This course is about how the brain creates our sense of spatial location from a variety of sensory and motor sources, and how this spatial sense in turn shapes our cognitive abilities.

Knowing where things are is effortless.  But “under the hood,” your brain must figure out even the simplest of details about the world around you and your position in it.  Recognizing your mother, finding your phone, going to the grocery store, playing the banjo – these require careful sleuthing and coordination across different sensory and motor domains.  This course traces the brain’s detective work to create this sense of space and argues that the brain’s spatial focus permeates our cognitive abilities, affecting the way we think and remember.

The material in this course is based on a book I've written for a general audience.  The book is called ""Making Space: How the Brain Knows Where Things Are"", and is available from Amazon, Barnes and Noble, or directly from Harvard University Press. 

The course material overlaps with classes on perception or systems neuroscience, and can be taken either before or after such classes.

Dr. Jennifer M. Groh, Ph.D.
Professor
Psychology & Neuroscience; Neurobiology
Duke University
 www.duke.edu/~jmgroh

Jennifer M. Groh is interested in how the brain process spatial information in different sensory systems, and how the brain's spatial codes influence other aspects of cognition.  She is the author of a recent book entitled ""Making Space:  How the Brain Knows Where Things Are"" (Harvard University Press, fall 2014).

Much of her research concerns differences in how the visual and auditory systems encode location, and how vision influences hearing.  Her laboratory has demonstrated that neurons in auditory brain regions are sometimes responsive not just to what we hear but also to what direction we are looking and what visual stimuli we can see.  These surprising findings challenge the prevailing assumption that the brain’s sensory pathways remain separate and distinct from each other at early stages, and suggest a mechanism for such multi-sensory interactions as lip-reading and ventriloquism (the capture of perceived sound location by a plausible nearby visual stimulus).

Dr. Groh has been a professor at Duke University since 2006.  She received her undergraduate degree in biology from Princeton University in 1988 before studying neuroscience at the University of Michigan (Master’s, 1990), the University of Pennsylvania (Ph.D., 1993), and Stanford University (postdoctoral, 1994-1997).  Dr. Groh has been teaching undergraduate classes on the neural basis of perception and memory for over fifteen years.  She is presently a faculty member at the Center for Cognitive Neuroscience and the Duke Institute for Brain Sciences at Duke University.  She also holds appointments in the Departments of Neurobiology and Psychology & Neuroscience at Duke.

Dr. Groh’s research has been supported by a variety of sources including the John S. Guggenheim Foundation, the National Institutes of Health, the National Science Foundation, and the Office of Naval Research Young Investigator Program, the McKnight Endowment Fund for Neuroscience, the John Merck Scholars Program, the EJLB Foundation, the Alfred P. Sloan Foundation, the Whitehall Foundation, and the National Organization for Hearing Research.",jnoxprrzEeW2iwpbOuagWQ,human-brain,['2443158'],[],['7'],The Brain and Space
240,v2.ondemand,"This is an introductory astronomy survey class that covers our understanding of the physical universe and its major constituents, including planetary systems, stars, galaxies, black holes, quasars, larger structures, and the universe as a whole.",QgmoVdT2EeSlhSIACx2EBw,evolvinguniverse,['685941'],[],['12'],The Evolving Universe
